artist,album,num_tracks,album_length,release_date,listeners,scrobbles,tags,tracks
Арсен Мірзоян,Слова і ноти,11.0,37:12,9 November 2017,895,"7,775","['ukrainian', 'rock', 'singer-songwriter', 'ukrainian rock', 'ukrainian', 'rock', 'singer-songwriter']","['Ідіоти', 'Зменшуй оберти', 'Листя жовтня', 'Слова розлук', 'Позич мені себе', 'Ґави', 'Джеральдіна', 'Не Магеллан', 'Жорж Санд', 'Фура і артисти', 'Geraldine']"
Арсен Мірзоян,Сонце,5.0,17:17,24 November 2023,56,187,"['ukrainian', 'rock', 'singer-songwriter', 'ukrainian rock', 'ukrainian', 'rock', 'singer-songwriter']","['100500', 'Сонце', '4/16', 'Крила', 'Співай']"
Арсен Мірзоян,Ґудзики,11.0,,30 November 2011,648,"21,839","['ukrainian', 'rock', 'singer-songwriter', 'ukrainian rock', 'ukrainian', 'rock', 'singer-songwriter']","['Тісто', 'Курам на сміх', 'Ґудзики', 'Кінець кохання', 'Скажи чому', 'Не на людях', 'Бувай, малий', 'Вагітні майбутнім', 'Не тобі', 'Для всіх', 'Івана Купала (feat. Тоня Матвієнко)']"
Без Обмежень,5 хвилин,9.0,,9 tracks,5,399,"['ukrainian', 'rock', 'rap', 'ukrainian rap', 'ukrainian', 'rock', 'rap']","['5хвилин', 'Викидаєш', 'Тону', 'Най Би Вже Весна', 'Твої Очі', 'На Мелі', 'Тарасова Гора', 'VRODA, ІВАН ЛЕНЬО - Доле Моя', 'ЛІЛЯ ВАВРІН – Ангели Плачуть']"
Без Обмежень,5Хвилин,9.0,,1 April 2021,"1,059","8,108","['ukrainian', 'rock', 'rap', 'ukrainian rap', 'ukrainian', 'rock', 'rap']","['5хвилин', 'Викидаєш', 'Тону', 'Най Би Вже Весна', 'Твої Очі', 'На Мелі', 'Тарасова Гора', 'Доле моя', 'Ангели плачуть']"
Без Обмежень,Best of,14.0,,1 April 2021,371,"2,086","['ukrainian', 'rock', 'rap', 'ukrainian rap', 'ukrainian', 'rock', 'rap']","['Буду З Тобою', 'Зорі запалали', '#Хочеш', 'Листопад', 'Без неї ніяк', 'Тону', 'Мільярди', '5хвилин', 'Твої Очі', 'Най Би Вже Весна', 'Літак на двох', 'Не мовчи', 'Весь світ', 'До Небес']"
Без Обмежень,The Best of,13.0,,1 April 2021,551,"3,826","['ukrainian', 'rock', 'rap', 'ukrainian rap', 'ukrainian', 'rock', 'rap']","['Underground', 'Не знаю як', 'Зима', 'Запам’ятаю', 'мила моя', 'Мамині слова', 'налий мені вина', '5хвилин', 'Тону', 'Най Би Вже Весна', 'Твої Очі', 'Викидаєш', 'Без неї ніяк']"
Без Обмежень,Underground,14.0,,14 tracks,9,97,"['ukrainian', 'rock', 'rap', 'ukrainian rap', 'ukrainian', 'rock', 'rap']","['Underground', 'Не знаю як', 'мила моя', 'Дзеркало', 'Дахами', 'Вiдчуваю', 'Моя краïна(Трек №4)', 'Люби мене', 'Руки в руках', 'Пташка', 'Моя любов', 'Захопила', 'Розкажи', 'Беркут (Гiмн хоккейного клубу ""Беркут"")']"
Без Обмежень,Буду з тобою!,8.0,,1 April 2021,987,"8,085","['ukrainian', 'rock', 'rap', 'ukrainian rap', 'ukrainian', 'rock', 'rap']","['Листопад', 'Буду З Тобою', 'Хочеш', 'Моя Країна', 'Воля', 'Хто Я', 'До Небес', 'Кохана']"
Без Обмежень,Вільні люди,8.0,,18 November 2021,760,"4,062","['ukrainian', 'rock', 'rap', 'ukrainian rap', 'ukrainian', 'rock', 'rap']","['Забрала ніч', 'Вільні люди', 'ЛітоКамон', 'Малий', 'Героям (UA Version)', 'Липень', 'Поклянись. Поцілуй. Обійми.', 'Героям']"
Без Обмежень,Краще,18.0,,30 September 2021,843,"5,799","['ukrainian', 'rock', 'rap', 'ukrainian rap', 'ukrainian', 'rock', 'rap']","['Буду З Тобою', 'Листопад', 'Моя Краïна', 'Не мовчи', 'Мільярди', 'Зорі запалали', 'Без неї ніяк', 'Поклянись. Поцілуй. Обійми', 'Underground', 'налий мені вина', 'Тону', 'Весь світ', '5хвилин', 'Липень', 'Най Би Вже Весна', 'Героям', '#Хочеш', 'Хто Я']"
Без Обмежень,Мільярди,7.0,,1 April 2021,871,"5,044","['ukrainian', 'rock', 'rap', 'ukrainian rap', 'ukrainian', 'rock', 'rap']","['Зорі запалали', 'Не мовчи', 'Моя земля', 'Мільярди', 'Колискова', 'Весь світ', 'Літак на двох']"
Брати Гадюкіни,Love Story,15.0,74:33,2007,557,"12,591","['ukrainian', 'rock', 'reggae', 'ukrainian rock', 'ukrainian folk rock', 'ukrainian', 'rock', 'rock and roll']","['Роксоляна', 'Клофелін', 'Дівчина з коломиї', 'Арівідерчі, Рома', 'Звьоздочка моя', 'Приїдь до мене у Мостисько', '117-та стаття', 'Дупа джалізова', 'Місячне сяйво твого тіла', 'Було не любити', 'Ми, ходили-дили-дили', 'Соломія', 'Весілля', 'Лібідо', 'Жовті стрічки']"
Брати Гадюкіни,Made In Ukraine,16.0,66:45,1 September 2014,888,"23,563","['ukrainian', 'rock', 'rock and roll', 'reggae', 'post-punk', 'ukrainian', 'rock', 'rock and roll']","['Злидні', 'Грай!', 'Волосся на долоні', 'Чічка Маричка', 'Пилип з конопель', 'Молишся, сину?', 'День народження', 'Nobody Loves Me', 'Рік шлюбу', 'Без тіні', 'Жаба', 'Чорна горівка', 'Міліон кубометрів', 'Secondhand Man', 'Вниз по Черемошу', 'Made In Ukraine']"
Брати Гадюкіни,Made in Ukraine [Explicit],16.0,66:45,8 September 2014,0,0,"['ukrainian', 'rock', 'rock and roll', 'reggae', 'post-punk', 'ukrainian', 'rock', 'rock and roll']","['Злидні', 'Грай!', 'Волосся на долоні', 'Чічка-Марічка', 'Пилип з конопель', 'Молишся, сину?', 'День народження', 'Nobody Loves Me', 'Рік шлюбу', 'Без тіні', 'Жаба', 'Чорна горівка', 'Міліон кубометрів', 'Secondhand Man', 'Вниз по Черемошу', 'Made In Ukraine']"
Брати Гадюкіни,Брати Гадюкіни,51.0,238:27,2006,22,174,"['ukrainian', 'rock', 'ukrainian rock', 'folk', 'country', 'ukrainian', 'rock', 'rock and roll']","['Арівідерчі, Рома', 'Міську важай', 'Звьоздочка моя', 'Ой, лихо', 'Америка', 'Джалізова дупа', 'Мертвий півень', 'Приїдь до мене у мостиска', 'Рок-н-рол до рана', 'Роксоляна', 'Наркоманы на городі', 'Чуваки, всьо чотко', 'На україні лад і спокій', 'Мамуню, рехтуйте весілля', 'Червона фіра', 'Коровай', 'Сорок пачок ""верховини""', ""Мужчина та'як я"", 'Місячне сяйво твого тіла', 'Ми - хлопці з бандерштадту', 'Було не любити', '117 стаття', 'Файне місто тернопіль', 'Жовті стрічки', '""Карпати"" програли футбол', 'Весілля', 'Боже не дай', 'На долині туман шейк', 'Весілля', 'Пісня про квартірний вопрос', 'Сорок пачок ""верховини""', 'Я вернувся домів', 'Файне місто тернопіль', 'На долині туман (шейк)', 'Було не любити', 'Звьоздочка моя', 'арівідерчі, рома', '117-та стаття', 'Наркомани на городі', 'Всьо чотко', 'Інтродукція', 'Я вернувся домів', 'Ми ходили, дили, дили', 'Лібідо', 'Соломія', 'Бидло', 'Чому моя мама не любить мене', 'Халі галі', 'Клофелін', 'Дівчина з коломиї', 'Емігрант сонг']"
Брати Гадюкіни,Було Не Любити,8.0,44:38,1 January 2013,"3,387","55,302","['ukrainian', 'cds i own', '1994', 'country', 'rock', 'ukrainian', 'rock', 'rock and roll']","['Було не любити', '117 стаття', 'Файне місто тернопіль', 'Жовті стрічки', '""Карпати"" програли футбол', 'Весілля', 'Боже не дай', 'На долинi туман (шейк)']"
Брати Гадюкіни,Вродило!,21.0,97:48,"21 tracks, 97:48",100,"4,399","['ukrainian', 'rock', 'rock and roll', 'reggae', 'post-punk', 'ukrainian', 'rock', 'rock and roll']","['Інтро', 'Було не любити', 'Арівідерчі Рома', '""Карпати"" програли футбол', 'Ой, лихо', 'Звьоздочка моя', 'Мостиська', 'Шейк', 'Ми ходили, дили, дили', 'Наркомани на городі', 'Міську вважай', 'Роксоляна', 'Тернопіль', 'Сорок пачок ""Верховини""', 'Америка', 'Дупа джалізовая', 'Лібідо', 'Жовті стрічки', 'Дівчина з Коломиї', '117 стаття', 'Всьо чотко']"
Брати Гадюкіни,Вродило! (Live 2006),21.0,96:57,2006,24,401,"['ukrainian', 'folk', 'country', 'rock', 'ukrainian rock', 'ukrainian', 'rock', 'rock and roll']","['Інтро', 'Було не любити', 'арівідерчі, рома', '""Карпати"" програли футбол', 'Ой, лихо', 'Звьоздочка моя', 'Мостиська', 'Шейк', 'Ми ходили, дили, дили', 'Наркомани на городі', 'Міську важай', 'Роксоляна', 'Тернопіль', 'Сорок пачок ""верховини""', 'Америка', 'Дупа джалізовая', 'Лібідо', 'Жовті стрічки', 'Дівчина з коломиї', '117 стаття', 'Всьо чотко']"
Брати Гадюкіни,Всьо чотко!,12.0,55:30,1 January 1989,"1,897","37,672","['ukrainian', 'rock', 'ukrainian rock', 'ukrainian folk rock', 'rock and roll', 'ukrainian', 'rock', 'rock and roll']","['Арівідерчі, Рома', 'Міську важай', 'Звьоздочка моя', 'Ой, лихо', 'Америка', 'Джалізова дупа', 'Мертвий півень', 'Приїдь до мене у мостиска', 'Рок-н-рол до рана', 'Роксоляна', 'Наркомани на городі', 'Чуваки, всьо чотко']"
Брати Гадюкіни,Краще,17.0,81:52,28 April 2003,854,"19,893","['ukrainian', 'rock', 'folk', 'country', 'reggae', 'ukrainian', 'rock', 'rock and roll']","['Було не любити', 'Наркомани на городі', '""Карпати"" програли в футбол', 'Боже не дай', 'Всьо чотко', 'Дівчина з коломиї', 'Файне місто тернопіль', 'Джалізова дупа', '117 стаття', 'Місячне сяйво твого тіла', 'Мамуню, рехтуйте весілля', 'ми – хлопці з бандерштадту', 'Ой, лихо', 'Роксоляна', 'Сорок пачок ""верховини""', 'Я вернувся домів', 'Аріведерчі, Рома']"
Брати Гадюкіни,Ми - хлопці з Бандерштадту,8.0,33:38,1 January 2013,"1,815","35,839","['ukrainian', 'rock', 'reggae', 'rock and roll', 'post-punk', 'ukrainian', 'rock', 'rock and roll']","['На україні лад і спокій', 'Мамуню, рехтуйте весілля', 'Червона фіра', 'Коровай', 'Сорок пачок ""верховини""', ""Мужчина та'як я"", 'Місячне сяйво твого тіла', 'Ми - хлопці з бандерштадту']"
Брати Гадюкіни,На!Живо,12.0,61:45,2000,"1,066","18,170","['ukrainian', 'rock', 'rock and roll', 'reggae', 'post-punk', 'ukrainian', 'rock', 'rock and roll']","['Весілля', 'Пісня про квартірний вопрос', 'Сорок пачок ""Верховини""', 'Я вернувся домів', 'Файне місто Тернопіль', 'На долині туман (шейк)', 'Було не любити', 'Звьоздочка моя', 'Арівідерчі Рома', '117-та стаття', 'Наркомани на городі', 'Всьо чотко']"
Брати Гадюкіни,Щасливої Дороги,11.0,43:52,9 July 1999,"1,626","42,697","['ukrainian', 'rock', 'punk rock', 'ukrainian rock', 'folk rock', 'ukrainian', 'rock', 'rock and roll']","['Інтродукція', 'Я вернувся домів', 'Ми ходили, дили, дили', 'Лібідо', 'Соломія', 'Бидло', 'Чому моя мама не любить мене', 'Халі галі', 'Клофелін', 'Дівчина з коломиї', 'Емігрант сонг']"
Бумбокс,Family Бiзнес,11.0,41:25,1 January 2006,"30,987","437,292","['ukrainian', 'funk', 'reggae', 'hip-hop', 'funky-groove', 'ukrainian', 'funk', 'reggae']","['Ким ми були', 'Королева', 'Hip-Hop', 'Вахтерам', 'Зцапала злапала', 'Квіти в волоссі', 'Віддаю', 'Хоттабыч', 'Нездара', 'Хвилюватися немає причин', 'Happy End']"
Бумбокс,III,11.0,43:36,23 October 2008,"46,372","880,204","['ukrainian', 'funk', 'reggae', 'hip-hop', 'sad', 'ukrainian', 'funk', 'reggae']","['Концерти', 'Стягу на стягу', 'Поліна', 'Наодинці', 'Cash-бабулец', 'Тримай', 'Та4то', 'Тнт', 'Быть самим собой', 'Що ти змiг', 'Ева']"
Бумбокс,Seredniy Vik,11.0,42:30,25 February 2013,9,97,"['4 stars', '3 stars', 'ukrainian', 'funk', 'reggae', 'ukrainian', 'funk', 'reggae']","['Nemae TB', 'Za Bujky', 'Nevertheless', 'Zvyozdochka', 'Fall', 'Krapka', 'Etazhy', 'ASP', 'brehnya', 'Poshla Von', ""Samol'otik""]"
Бумбокс,ІІІ,11.0,43:09,23 October 2008,245,"5,515","['ukrainian', 'funk', 'hip-hop', 'sad', 'pop', 'ukrainian', 'funk', 'reggae']","['Концерти', 'Стяги на стяги', 'Поліна', 'Наодинці', 'Cash-бабулес', 'Тримай', 'Та4то', 'TNT', 'Быть самим собой', 'Що ти зміг', 'Eva']"
Бумбокс,"Бленды, миксы и другие пародии",12.0,47:36,12 February 2013,325,"1,237","['ukrainian', 'funk', 'hip-hop', 'sad', 'reggae', 'ukrainian', 'funk', 'reggae']","['Що ти змiг', 'Концерти', 'Одна', 'Стяги на стяги', 'Быть самим собой', 'Хоттабыч', 'Наодинці', 'Королева', 'Поліна', 'Вахтерам', 'Та4то', 'Come Around']"
Бумбокс,Всё Включено,11.0,42:34,24 June 2010,"12,047","219,931","['funk', 'ukrainian', 'sad', 'reggae', 'russian', 'ukrainian', 'funk', 'reggae']","['Я Твой', 'Холода.нет', 'Hip-Hop', 'Стяги на стяги', 'Бета-Каротин', 'Тримай', 'Cash-бабулес', 'Що ти зміг', 'Квiти в волоссi', 'Звёзды не ездят в метро', 'Летний дождь']"
Бумбокс,Голий Король,6.0,28:34,21 August 2017,"3,140","36,948","['3', 'ukrainian', 'funk', 'reggae', 'hip-hop', 'ukrainian', 'funk', 'reggae']","['Голий король', 'Сталеві квіти', 'Болєльщик', 'Колишня', ""Вечір в Ріо (feat. O'Torvald)"", 'Люди (акустика)']"
Бумбокс,Голий король - EP,6.0,28:34,22 August 2017,101,"1,507","['ukrainian', 'funk', 'reggae', 'hip-hop', 'funky-groove', 'ukrainian', 'funk', 'reggae']","['Голий король', 'Сталеві квіти', 'Болєльщик', 'Колишня', 'Вечір в Ріо (feat. O.Torvald)', 'Люди (акустика)']"
Бумбокс,Краще,55.0,,2010,"3,109","138,848","['ukrainian', 'funk', 'reggae', 'hip-hop', 'sad', 'ukrainian', 'funk', 'reggae']","['Бета-каротин', 'День', 'Діагноз', 'E-Mail', 'Гайки з ямайки', 'Почути', 'Рожеві сиропи', 'Супер-пупер', 'Одна', 'Бобік', 'Зима', 'Ким ми були', 'Королева', 'Hip-Hop', 'Вахтёрам', 'Зцапала злапала', 'Квіти в волоссі', 'Віддаю', 'Хоттабыч', 'Хвилюватися немає причин', 'Happy End', 'Наодниці', 'Поліна', 'Що ти зміг', 'Стяги на стяги', 'Eva', 'Тримай', 'TNT', 'Та4то', 'Ким ми були', 'Королева', 'Hip-Hop', 'Вахтерам', 'Зцапала злапала', 'Квіти в волоссі', 'Віддаю', 'Хоттабыч', 'Нездара', 'Хвилюватися немає причин', 'Happy End', 'Бета-каротин', 'День', 'Діагноз', 'E-Mail', 'Гайки з ямайки', 'Почути', 'Супер-пупер', 'Одна', 'Бобік', 'Зима', 'Dafe with another ten', 'Пісня для китайського льотчика', 'Супер-пупер', 'Бобік', 'E-Mail']"
Бумбокс,Люди,5.0,25:18,1 April 2016,"6,967","68,849","['2016', 'ukrainian', 'funk', 'reggae', 'hip-hop', 'ukrainian', 'funk', 'reggae']","['Люди', 'Мала', 'Выход', 'Рок-н-рол', 'Злива']"
Бумбокс,Люди - EP,5.0,25:19,1 April 2016,177,"1,865","['ukrainian', 'funk', 'reggae', 'hip-hop', 'funky-groove', 'ukrainian', 'funk', 'reggae']","['Люди', 'Мала', 'Выход', 'Рок-н-рол', 'Злива (feat. Pianoboy, Jamala)']"
Бумбокс,Меломанія,11.0,42:36,1 March 2005,"28,177","550,351","['funk', 'reggae', 'ukrainian', '2005', 'chill out', 'ukrainian', 'funk', 'reggae']","['Бета-каротин', 'День', 'Діагноз', 'E-Mail', 'Гайки з ямайки', 'Почути', 'Рожеві сиропи', 'Супер-пупер', 'Одна', 'Бобік', 'Зима']"
Бумбокс,Середній Вік,11.0,,1 February 2017,"10,158","231,557","['rock', 'pop rock', 'ukraine', 'ballad', '5 stars', 'ukrainian', 'funk', 'reggae']","['Немає ТБ', 'За буйки', 'Nevertheless', 'Звьоздочка', 'Fall', 'Крапка', 'Этажи (feat. Pianoбой)', 'ASP', 'Брехня', 'Пошла вон', 'Самольотік']"
Бумбокс,Таємний Код: Рубікон,7.0,32:59,September 2019,83,353,"['rock', 'ukrainian', 'funk', 'reggae', 'hip-hop', 'ukrainian', 'funk', 'reggae']","['Тримай мене', 'Ангела', 'Дрантя', 'Безодня', 'ДШ', 'Твій на 100%', 'Побачимось']"
Бумбокс,Таємний код Рубікон Частина 1,7.0,33:00,11 September 2019,"1,892","22,241","['rock', 'ukrainian', 'funk', 'reggae', 'hip-hop', 'ukrainian', 'funk', 'reggae']","['Тримай мене (feat. The Gitas)', 'Ангела (feat. Крихітка)', 'Дрантя', 'Безодня', 'ДШ', 'Твій на 100%', 'Побачимось']"
Бумбокс,Термінал Б,11.0,,17 September 2013,"7,777","143,658","['indie pop', 'pop rock', 'ukrainian', 'ukraine', 'funk', 'ukrainian', 'funk', 'reggae']","['Коля', 'Дурень', 'Шукай', 'На ви', 'Дитина', 'Номєр скрит', 'Пєпєл', 'Етім лєтом', 'Нє на кого пєнять', 'Ти одна', 'Кохана']"
Бумбокс,Тримай,7.0,27:45,1 January 2007,"22,971","169,568","['ukrainian', 'hip-hop', 'funk', 'sad', 'singer-songwriter', 'ukrainian', 'funk', 'reggae']","['Тримай', 'Та4то', 'Тримай (версія ""боса"")', 'Та4то (версія ""за туманом"")', 'та4то (dj Tapolsky & Redco)', 'тримай (el menos)', 'Та4то (el menos)']"
Воплі Відоплясова,Fayno,15.0,61:12,15 March 2007,"2,330","30,341","['ukrainian', 'folk rock', 'rock', 'ukrainian rock', 'alternative', 'ukrainian', 'folk rock', 'rock']","['Світ', 'Рай', 'Полонина', 'Попс', 'Апокаліпсис', 'Пачка цигарок', 'Сонячні дні', 'Море', 'Зоряна осінь', 'Ізнов', 'Мамай', 'Велика сила', 'Динама', 'Музика дика', 'Ти ж мене підманула']"
Воплі Відоплясова,Або або,14.0,,3 August 1991,812,"10,356","['n-a', 'ukranian text', 'punk', 'eastbeat', 'ukrainian', 'ukrainian', 'folk rock', 'rock']","['ДЕМОНЫ', 'Машина', 'Я підійду', 'Мусса', 'Ты ушёл', 'Полонина', 'Були Деньки', 'Рассвет', 'Веселковий Твіст', 'Оля', ""Зв'язок"", 'Колись', 'Або-або', 'Червоні Коні']"
Воплі Відоплясова,Були Деньки,12.0,,15 April 2006,"1,553","28,678","['my cd collection', 'ukrainian', 'folk rock', 'rock']","['Пісенька', 'А-Ба-Бап', 'Пісня', 'А Чи То', 'Були Деньки', 'Заднє Око', 'КОЛИСКОВА', 'Політрок', 'Червоні Коні', 'Гей, Налягай', 'ДИТИНСТВО', 'Катерина']"
Воплі Відоплясова,Збiрка Романтична,13.0,47:18,10 October 2007,402,"3,645","['ukrainian', 'folk rock', 'rock', 'ukrainian rock', 'alternative', 'ukrainian', 'folk rock', 'rock']","['Любов', 'Галина', 'Таємні Сфери', 'Музіка', 'Шалена Зірка', 'Глибина', 'Або-або', 'Трава', 'Гармонія', 'Ты ушел', 'Зоряна осінь', 'Обернись', 'Країна Мрій']"
Воплі Відоплясова,Збiрка Танцювальна,12.0,38:19,10 October 2007,"1,442","7,147","['ukrainian', 'folk rock', 'rock', 'ukrainian rock', 'alternative', 'ukrainian', 'folk rock', 'rock']","['Галелуя', 'День НароDJення', 'Веселковий Твіст', 'Боги', 'Були На Селі', 'Галю, приходь', 'Танго', 'Мамай', 'Білі плями', 'Знову Зима', 'Динама', 'Танці']"
Воплі Відоплясова,Збірка Етнічна,12.0,,8 August 2007,"2,899","12,902","['ukrainian', 'alternative', 'rock', 'folk rock', 'love', 'ukrainian', 'folk rock', 'rock']","['Музика дика', 'Гоп-ця', 'Полонина', 'Рай', 'Розмова З Махатмою', 'Я підійду', ""Зв'язок"", 'Кармен', 'Підманула', 'Горіла сосна', 'Їхали козаки', 'Весна']"
Воплі Відоплясова,Збірка рокова,16.0,46:20,2008,33,546,"['ukrainian', 'folk rock', 'rock', 'ukrainian rock', 'alternative', 'ukrainian', 'folk rock', 'rock']","['Велика сила', 'Море', 'Апокалипсис', ""Краков'як рок"", 'Мусса', 'Машина', 'Світ', 'Юра', 'Відрада', 'Гей, любо!', 'Є - Є', 'Олрай', 'Оля', 'Ізнов', 'Ліда', 'Колись']"
Воплі Відоплясова,Країна Мрій = Le Pays Des Rêves,18.0,,2013,0,0,"['ukrainian', 'folk rock', 'rock', 'ukrainian rock', 'alternative', 'ukrainian', 'folk rock', 'rock']","['Dansez', 'Шалена Зірка = Une Foile Étoile', 'Машина = Voiture', 'Я Підійду = Je Viendrai', 'Кармен = Karmen', ""Зв'язок = Liaison"", ""Легенда Про Кохання = Légende De L'Amour"", 'Ліда, Ліда = Lida, Lida', 'Веселковий Твіст = Arc-en-ciel Twist', ""Знову Зима = C'est Encore L'hiver"", 'Галелуя = Alleluia', ""Ты Ушёл = T'es Parti"", 'Олрай = All Right', 'Галю, Приходь = Highway To Hell', 'Танго / Tango', 'Колись = Jadis', 'Танці = Soirée Dansante', 'Країна Мрій = Le Pays Des Rêves']"
Воплі Відоплясова,Країна мрiй,17.0,43:55,11 August 1997,"1,780","31,556","['ukrainian', 'folk rock', 'rock', 'ukrainian rock', 'alternative', 'ukrainian', 'folk rock', 'rock']","['Dansez', 'Шалена Зірка', 'Машина', 'Я підійду', 'Кармен', ""Зв'язок"", 'Легенда про кохання', 'Ліда, Ліда', 'Веселковий Твіст', 'Галелуя', 'Ты ушёл', 'Олрай', 'Галю, приходь', 'Танго', 'Колись', 'Танці', 'Країна Мрій']"
Воплі Відоплясова,Мамай,5.0,21:36,3 August 2001,473,"3,441","['ukr', '10 of 10 stars', 'covers', 'kino cover', 'ukranian text', 'ukrainian', 'folk rock', 'rock']","['Зоряна осінь', 'Велика сила', 'Мамай', 'Пачка цигарок', 'Сонячні дні']"
Воплі Відоплясова,Музiка - Любовь,17.0,,17 tracks,0,0,"['ukrainian', 'folk rock', 'rock', 'ukrainian rock', 'alternative', 'ukrainian', 'folk rock', 'rock']","['Весна', 'Юра', 'Білі плями', 'Музіка', ""Краков'як Рок"", 'Глибина', 'Гармонія', 'Гей! Любо!', 'Оги', 'Галина', 'Їхали козаки', 'Горіла сосна', 'Любовь', 'Таэмнi Сфери', 'Постой, паровоз!', 'Я прошу', 'Любов']"
Воплі Відоплясова,Музіка,12.0,39:19,15 June 1997,"5,039","53,417","['ukrainian', 'alternative', 'rock', 'n-a', 'folk rock', 'ukrainian', 'folk rock', 'rock']","['Весна', 'Юра', 'Білі плями', 'Музіка', ""Краков'як рок"", 'Глибина', 'Гармонія', 'Гей, любо!', 'Боги', 'Галина', 'Їхали козаки', 'Горіла сосна']"
Воплі Відоплясова,Найкраще,16.0,48:37,8 August 2004,"4,541","23,108","['ukrainian', 'alternative', 'rock', 'folk rock', 'n-a', 'ukrainian', 'folk rock', 'rock']","['Весна', 'Юра', 'Музіка', 'Гармонія', 'Гей, любо!', 'Горіла сосна', 'Любов', 'Машина', 'Я підійду', 'Ліда, Ліда', 'Галелуя', 'Ты ушёл', 'Галю, приходь', 'Колись', 'Танці', 'Країна Мрій']"
Воплі Відоплясова,Рок колекція,16.0,46:28,10 October 2007,245,"1,033","['n-a', '10 of 10 stars', 'punk', 'eastbeat', 'ukrainian', 'ukrainian', 'folk rock', 'rock']","['Велика сила', 'Море', 'Апокаліпсис', ""Краков'як рок"", 'Мусса', 'Машина', 'Світ', 'Юра', 'Відрада', 'Гей, любо!', 'Є-є', 'Олрай', 'Оля', 'Ізнов', 'Ліда, Ліда', 'Колись']"
Воплі Відоплясова,Хвилі Амура,16.0,47:36,15 March 2000,"2,470","32,601","['ukrainian', 'folk rock', 'rock', 'ukrainian rock', 'alternative', 'ukrainian', 'folk rock', 'rock']","['День НароDJення', 'Добрий День', 'Любов', 'Обернись', 'Що Було', 'Трава', 'Таємні Сфери', 'Розмова З Махатмою', 'Як під небом', 'Є-є', 'Товарищ майор', 'Відрада', 'Оля', 'Були На Селі', 'Гоп-ця', 'Або-або']"
Воплі Відоплясова,Чудовий світ,12.0,51:28,18 October 2013,"2,828","37,336","['ukrainian', 'underrated', 'ukrainian rock', 'very great', 'christmas', 'ukrainian', 'folk rock', 'rock']","['Мана', 'Чудовий світ', 'Талалай', 'Щедрик', 'Ладо', 'Диво', 'Відпустка', 'Веселий Понеділок', 'Примари', 'Чіо Чіо Сан', 'Марш січових стрільців', 'Дібрівонька']"
Гурт [О],Києве мій,4.0,,27 May 2020,"1,013","4,484","['4', 'ukrainian', 'pop', 'electropop']","['Києве мій', 'Там, куди я йду', 'Золота пора', 'Там, куди я йду (P. PAT Remix)']"
Гурт [О],Суперінтроверт,10.0,,20 March 2019,"1,482","20,585","['2', 'ukrainian', 'pop', 'electropop']","['Чим я не така?', 'Соні Уолкмен', 'Нічого, окрім краси', 'Суперінтроверт', 'Поясни', 'Вода', 'Плейбой', 'Колискова', 'Чую', 'Пливи пливи']"
Димна Суміш,В країні ілюзій,13.0,42:46,20 April 2008,"3,407","121,166","['ukrainian', 'grunge', 'alternative', 'post-grunge', 'alternative rock', 'ukrainian', 'grunge', 'alternative']","['В Країні Ілюзій', 'Листи', 'Ні', 'Школа', 'Психоделічні краї', 'Земля-Небо', ""Р'Н'Р"", 'Океан', 'Вкрай стомлений', 'Інший світ', 'Сльози', 'Хіппі', 'Молоток (remix)']"
Димна Суміш,Димна суміш,15.0,,2 December 2009,"5,470","152,585","['stoner rock', 'alternative rock', 'post-grunge', 'grunge', 'hard rock', 'ukrainian', 'grunge', 'alternative']","['Кращий друг самурая', 'Кожної Весни', 'Повмирай Зi Мною', 'Танцюй Танцюй', 'Все в його руках', 'Згадуй Бійся Плач і Зви', 'Бийся За Життя', 'Шукай', 'Карма', 'Друг Повернись', 'Я один', 'На Ножах', 'Геть', ""Р'Н'Р"", 'Кiнцева']"
Друга Ріка,Best,21.0,,14 April 2019,486,"7,772","['ukrainian', 'rock', 'ukrainian rock', 'pop-rock', 'synth-rock', 'ukrainian', 'pop-rock', 'rock']","['Догоним! Доженемо!', 'Деннiч', 'Так мало тут тебе', 'Кiнець світу', ""П'ю з твоїх долонь"", 'Пропоную мир', 'Дотик', 'Математика', '000 т.б.', 'Впусти мене', 'Алло', 'Шансон', 'Спи до завтра', 'Вже не сам', 'Відчиняй', 'Фурія', 'Оксана', 'Я полечу', 'Там, де ти', 'Космоzoo', 'Три хвилини']"
Друга Ріка,"Metanoia, Pt. 1",11.0,41:17,12 June 2012,81,762,"['ukrainian', 'pop-rock', 'rock', 'ukrainian rock', 'ukraine', 'ukrainian', 'pop-rock', 'rock']","['Intro', 'Світ на різних берегах', 'Пробач (все мине)', 'Hello My Friend', 'Тільки любов', 'Ти зі мною (Я здаюсь!)', 'Незнайомка', 'Temademo', 'Hello My Friend (English version)', 'Метро', 'Світ на різних берегах (Hersey Yolunda)']"
Друга Ріка,Metanoia. Part 1,9.0,33:08,23 January 2019,"1,258","27,965","['rock', 'britpop', 'pop-rock', 'love song', 'ukrainian', 'ukrainian', 'pop-rock', 'rock']","['Intro', 'Світ на різних берегах', 'Пробач (все мине)', 'Hello My Friend', 'Тільки любов', 'Ти зі мною (я здаюсь!)', 'Temademo', 'Hello My Friend (English version)', 'Метро']"
